Store,Country,State,City,Category,Clothing Type,Store Number,Postal Code,Store Type,Store Open Date,Selling Area Size (sq ft),Store Manager,Manager ID,Store Address,Contact Information,Operating Hours,Staff Count,Parking Availability,Security Features,Order ID,Order Date,Month,Customer ID,Customer Name,Product ID,Price,Quantity,Sales Profit
Zudio,India,West Bengal,Vadodara,Men,Shoes,54,409184,Owned,21-03-2020,950,Sarah Hurst,M33,"35836 Charles Points Johnsonfort, CO 48092",(597)003-0676x9432,10 AM - 7 PM,5,Available,CCTV,50368,05-09-2024,September,273057,William Stewart,554,2175,2,1740
Zudio,India,Karnataka,Rajkot,Men,Skirts,89,433536,Rented,28-08-2024,1400,Allison Stewart,M69,"45710 Tiffany Locks Lake Sean, NC 03403",-10298,10 AM - 9 PM,7,Available,"CCTV, Alarm",94137,13-08-2024,August,242055,Clayton Taylor,797,1832,3,2198.4
Zudio,India,Gujarat,Bhopal,Women,Jeans,90,423744,Rented,04-10-2023,1400,James Donovan,M2,"715 Pennington Lock Port Brian, PA 64653",(169)058-5238x0077,10 AM - 7 PM,20,Available,Alarm,97933,02-05-2024,May,385577,Emily Crawford,450,1705,7,4774
Zudio,India,Karnataka,Pondicherry,Women,Shoes,62,408120,Rented,14-04-2022,1300,Curtis Marshall,M85,"8705 Pamela Forest Jamesfort, WV 63809",(542)117-0637,10 AM - 9 PM,12,Not Available,"CCTV, Alarm",34168,14-10-2024,October,845039,Jose Young,925,2099,2,1679.2
Zudio,India,Delhi,Ranchi,Women,Shirts,67,428615,Owned,18-01-2024,1100,Jeff Hernandez,M80,"4442 Anthony Fall Suite 521 North Cindy, WY 87435",+1-854-014-3629x80886,9 AM - 8 PM,9,Not Available,Alarm,76428,21-08-2024,August,504523,Chloe Skinner,757,1026,5,2052
Zudio,India,Karnataka,Bengaluru,Women,Shoes,28,400803,Owned,21-05-2022,1400,Brent Garcia,M85,"9813 Hodge Views Housechester, AL 49689",+1-233-917-1009x4792,10 AM - 9 PM,9,Not Available,CCTV,11120,24-02-2024,February,929610,Jessica Payne,861,1082,7,3029.6
Zudio,India,Gujarat,Kochi,Men,Jeans,30,423176,Owned,28-11-2023,800,Roy Ramirez,M94,"1374 Clark Green South Lisaburgh, VT 75848",(931)115-0981x1634,10 AM - 7 PM,3,Available,None,76183,22-06-2024,June,871633,Michael Palmer,352,853,3,1023.6
Zudio,India,West Bengal,Kanpur,Women,Shoes,2,403640,Rented,12-02-2022,950,Jesus Smith,M94,"45804 Anderson Greens Port Angelamouth, HI 46821",(294)977-0577x1174,11 AM - 8 PM,13,Available,None,41787,24-04-2024,April,497963,Taylor Ball,694,2463,4,3940.8
Zudio,India,Rajasthan,Kochi,Men,Hoodies,54,410965,Rented,14-09-2024,1200,Steven Miller,M78,"82574 Shepherd Locks Apt. 509 Port Monicaberg, MS 68627",430.278.6118x433,11 AM - 8 PM,11,Not Available,CCTV,75560,15-06-2024,June,240321,James West,590,2266,1,906.4
Zudio,India,West Bengal,Pune,Kids,Pants,97,410829,Rented,06-03-2020,1000,Anna Jimenez,M7,"8748 Melanie Mill East Kyleberg, MA 19759",828.609.4219x0772,10 AM - 7 PM,3,Not Available,Alarm,46149,12-01-2024,January,698765,Kimberly Leonard,486,2988,1,1195.2
Zudio,India,Karnataka,Jammu,Kids,T-shirts,100,423181,Rented,06-03-2020,1000,William Pierce,M63,"3022 Joe Shore Lake Philipburgh, CA 72317",462.626.8587,10 AM - 9 PM,9,Available,CCTV,32037,09-01-2024,January,367343,Megan Estrada,386,1575,8,5040
Zudio,India,Rajasthan,Agra,Women,Skirts,27,435095,Rented,26-10-2021,1100,Jason Ramirez,M100,"083 Megan Plains Linborough, NV 71639",-2919,10 AM - 9 PM,20,Not Available,Alarm,18210,17-07-2024,July,799780,Jacob Hale,386,1376,2,1100.8
Zudio,India,Rajasthan,Agra,Kids,Sweaters,93,415122,Owned,22-03-2020,1400,Jason Cooper,M3,"32556 Tamara Lodge South Jeff, AL 77501",(922)643-7408,10 AM - 9 PM,20,Available,Alarm,77420,22-03-2024,March,420882,Daniel Green,338,2713,4,4340.8
Zudio,India,Maharashtra,Surat,Men,Skirts,76,421990,Owned,11-12-2020,1300,Amy Ryan,M68,"159 Wagner Junction Apt. 680 Brandonstad, KY 18658",320.712.0688,11 AM - 8 PM,14,Available,CCTV,32337,28-09-2024,September,846346,Sean Clarke,534,2378,8,7609.6
Zudio,India,Maharashtra,Kolkata,Kids,Shoes,6,425353,Owned,07-02-2022,800,Cynthia Moss,M22,"978 Friedman Drive Suite 701 Port Joel, FL 76026",(026)073-5411,10 AM - 9 PM,17,Available,Alarm,20975,29-03-2024,March,865525,Angela Anderson,681,529,8,1692.8
Zudio,India,Gujarat,Indore,Men,Sweaters,85,401646,Rented,15-08-2020,950,Robert Hicks,M12,"789 Ralph Heights Apt. 085 East Michaelmouth, CT 04471",001-588-026-5998x461,9 AM - 8 PM,5,Available,"CCTV, Alarm",22433,29-09-2024,September,642434,Carlos Nash,477,2337,4,3739.2
Zudio,India,West Bengal,Kochi,Women,Jackets,52,430048,Owned,27-08-2023,1000,Rebecca Brown,M30,"47871 Vanessa Mountain South Ashley, NC 67926",753.173.1977x75151,10 AM - 9 PM,7,Available,None,57710,20-09-2024,September,885782,Richard Evans,223,669,7,1873.2
Zudio,India,Uttar Pradesh,Varanasi,Men,Tops,96,409782,Rented,22-06-2024,1100,Abigail Warren,M91,"55105 Benjamin Coves Nicolemouth, DE 75783",121-245-0137,9 AM - 8 PM,11,Available,None,70248,16-11-2024,November,424652,Sandra Nolan,505,1428,1,571.2
Zudio,India,Rajasthan,Pondicherry,Men,T-shirts,11,434254,Rented,01-05-2020,1200,David Espinoza,M36,"75764 Haynes Glen North Emily, TN 78296",370-202-9417x2280,10 AM - 9 PM,17,Available,"CCTV, Alarm",78400,07-03-2024,March,703272,Savannah Fletcher,650,1660,1,664
Zudio,India,West Bengal,Chennai,Women,Tops,78,403186,Rented,20-07-2020,1300,Michelle Weaver,M30,"3639 Ethan Loop Apt. 030 Paulshire, WA 02080",+1-689-461-2809x1298,11 AM - 8 PM,20,Available,Alarm,91175,04-01-2024,January,952242,Phillip Smith,557,502,3,602.4
Zudio,India,Rajasthan,Bhopal,Men,Dresses,39,427645,Owned,14-10-2023,1400,Mathew Wall,M30,"6257 Collier Prairie Apt. 139 Lopezshire, IA 78016",001-294-338-6811x2075,9 AM - 8 PM,13,Available,Alarm,20766,29-02-2024,February,859242,Christopher Pena,817,2361,5,4722
Zudio,India,Uttar Pradesh,Thane,Kids,Sweaters,29,431462,Rented,17-06-2022,1400,Michele Henderson,M23,"25036 Lisa Trail Youngport, SD 16596",(134)760-7460x59389,9 AM - 8 PM,3,Available,CCTV,98889,19-04-2024,April,732287,Jeffrey Simpson,500,2402,3,2882.4
Zudio,India,Karnataka,Coimbatore,Women,Skirts,46,402206,Owned,10-02-2022,1000,Tony Williams,M30,"5347 Rice Brooks West Jamestown, MI 28605",(931)316-2912,9 AM - 8 PM,3,Available,Alarm,70761,26-02-2024,February,743814,Brian Jackson,723,2282,1,912.8
Zudio,India,Maharashtra,Bhopal,Women,Shirts,68,434316,Rented,18-08-2021,800,Valerie Nelson,M5,"821 Robert Trail Marcmouth, SC 76791",001-188-398-6960,10 AM - 7 PM,9,Not Available,"CCTV, Alarm",29868,09-03-2024,March,162064,Dylan Lynch,914,1521,4,2433.6
Zudio,India,Uttar Pradesh,Satara,Kids,Jackets,88,422761,Rented,26-03-2021,950,Gabriela Green,M17,"10459 Elaine Parks Lake Brianland, IN 67983",001-575-098-4475x17674,10 AM - 9 PM,6,Not Available,None,41776,12-06-2024,June,815439,Brian Walker,496,1421,1,568.4
Zudio,India,Rajasthan,Agra,Men,Sweaters,79,427096,Rented,25-01-2021,950,Elizabeth Sawyer,M46,"272 Jared Trail Apt. 527 East David, VT 14082",+1-750-628-1514x55946,9 AM - 8 PM,16,Not Available,"CCTV, Alarm",33619,09-05-2024,May,346496,Eric Giles,893,2757,5,5514
Zudio,India,Uttar Pradesh,Hyderabad,Kids,Shirts,8,417258,Owned,27-04-2020,950,Patricia Murphy,M94,"7302 Michael Park Thompsonbury, TX 43832",001-908-502-2679x6517,11 AM - 8 PM,14,Not Available,Alarm,25663,29-10-2024,October,149269,Scott Travis,693,706,7,1976.8
Zudio,India,West Bengal,Ranchi,Men,Jeans,2,411705,Owned,27-02-2024,1200,Nicholas Alexander,M34,"09518 Bowers Forge Apt. 676 South Jessicafort, AK 71086",001-098-692-4470,10 AM - 7 PM,15,Available,"CCTV, Alarm",11549,16-05-2024,May,362100,Robert Edwards,542,679,4,1086.4
Zudio,India,Maharashtra,Coimbatore,Kids,Jackets,96,430325,Rented,18-07-2023,1300,Joshua Wang,M44,"991 Robertson Brook Suite 962 Port Denniston, CT 29595",564.637.7074,11 AM - 8 PM,13,Available,None,86197,19-10-2024,October,299493,Katrina Miller,695,2545,6,6108
Zudio,India,Rajasthan,Solapur,Men,Dresses,83,423580,Owned,17-01-2021,800,Garrett Moore,M69,USNV Blackburn FPO AP 25315,+1-823-013-3717x537,11 AM - 8 PM,12,Available,"CCTV, Alarm",69799,20-04-2024,April,482839,Lisa Luna,223,873,2,698.4
Zudio,India,Delhi,Jalna,Women,T-shirts,89,427431,Rented,26-12-2022,1100,Desiree Sanders,M41,"06890 Kevin Loaf Suite 968 Sarahfurt, NY 89778",+1-504-489-0073x8652,9 AM - 8 PM,11,Available,CCTV,81764,01-02-2024,February,423248,Joseph Wilson,554,2909,5,5818
Zudio,India,Maharashtra,Ranchi,Kids,Sweaters,21,437164,Owned,12-09-2023,1200,Michael Nguyen,M14,"2601 Carpenter Corner Apt. 206 East David, IN 45175",657.817.5770,10 AM - 7 PM,19,Not Available,None,58900,26-07-2024,July,791189,Donald Edwards,694,1399,3,1678.8
Zudio,India,Gujarat,Hyderabad,Men,Sweaters,55,423012,Owned,09-11-2020,1000,Mindy Thompson,M3,"1117 Tapia Springs New Alexanderland, UT 15285",141-438-0903x986,11 AM - 8 PM,11,Not Available,CCTV,81355,30-10-2024,October,174198,Kathy Wagner,694,2316,7,6484.8
Zudio,India,Karnataka,Meerut,Kids,Skirts,98,403999,Rented,07-11-2024,1000,Kimberly May,M67,"139 Morris Bypass Willistown, KS 17018",(982)953-3399,10 AM - 9 PM,7,Available,None,36880,26-09-2024,September,316270,Steven Huang,363,2227,6,5344.8
Zudio,India,West Bengal,Visakhapatnam,Kids,Hoodies,63,424081,Owned,02-04-2024,1100,Brent Lewis,M32,"2349 Kaitlin Meadows Suite 763 Lake Ronald, IL 70621",(443)187-1531,10 AM - 7 PM,3,Not Available,"CCTV, Alarm",80248,09-04-2024,April,185074,Tyler Watts,474,1360,7,3808
Zudio,India,Delhi,Vadodara,Women,Shirts,74,415691,Owned,28-05-2023,1100,George Harris,M70,"9414 Elliott Shoal Bondton, GA 24130",001-431-445-4594x884,9 AM - 8 PM,10,Not Available,"CCTV, Alarm",92586,01-01-2024,January,597943,Matthew Smith,832,1393,4,2228.8
Zudio,India,Rajasthan,Mysuru,Men,Tops,3,414428,Owned,21-05-2020,1300,Aaron Rice,M89,"710 Kelly Bridge New Douglas, WV 19813",091-103-1895x1731,10 AM - 9 PM,15,Not Available,CCTV,34302,25-10-2024,October,298014,Morgan King,226,2644,7,7403.2
Zudio,India,Rajasthan,Mumbai,Men,Dresses,97,423253,Owned,17-01-2021,800,Adam Taylor,M19,Unit 6891 Box 9837 DPO AP 37993,(640)682-1045,9 AM - 8 PM,5,Not Available,CCTV,60822,21-02-2024,February,831743,Collin Church,984,635,6,1524
Zudio,India,Tamil Nadu,Kolkata,Kids,Shirts,19,435480,Rented,17-04-2021,950,Virginia Shepard,M84,"7563 Elizabeth Lakes Apt. 142 Adamsville, NE 43898",+1-407-979-6957x5667,10 AM - 7 PM,6,Available,"CCTV, Alarm",63368,22-02-2024,February,886719,Jeffrey Martin,565,2295,8,7344
Zudio,India,Delhi,Kolhapur,Women,Jackets,76,407897,Rented,03-03-2021,800,Carmen Rodriguez,M4,"442 Fox Crescent Haynesfort, NJ 11804",595.131.1007,11 AM - 8 PM,15,Available,CCTV,35263,27-01-2024,January,476042,Mark Williams,817,1787,2,1429.6
Zudio,India,Delhi,Indore,Women,Jackets,82,402110,Owned,13-02-2023,950,Mrs. Samantha Horn MD,M22,"944 Patricia Street Suite 276 Whitefort, NV 23943",(082)057-6110x89412,11 AM - 8 PM,12,Not Available,"CCTV, Alarm",40949,24-01-2024,January,883221,Nicole Taylor,651,1220,1,488
Zudio,India,Uttar Pradesh,Madurai,Kids,Jeans,21,431706,Owned,28-12-2022,1200,Theresa Boyd,M84,"822 Gabrielle Road West James, MT 31288",566.832.4287x3095,9 AM - 8 PM,8,Not Available,None,14598,26-07-2024,July,431826,Kenneth Garcia,732,1934,2,1547.2
Zudio,India,Maharashtra,Madurai,Kids,Hoodies,66,434016,Owned,09-08-2022,1400,Cassandra Castaneda,M79,"95899 Victor Parkway East Jamesfort, MA 90819",+1-939-029-9632x93443,10 AM - 9 PM,5,Available,CCTV,70493,02-11-2024,November,904170,Lisa Obrien,740,2261,4,3617.6
Zudio,India,Tamil Nadu,Faridabad,Men,T-shirts,78,411081,Owned,15-10-2022,1300,Stacy Henry,M88,"7824 Wilson Cliffs North Angela, NM 97717",001-187-669-9891x503,11 AM - 8 PM,9,Available,"CCTV, Alarm",99896,27-02-2024,February,367146,Kelly Hart,787,2210,2,1768
Zudio,India,Uttar Pradesh,Hyderabad,Kids,Hoodies,32,406405,Owned,04-02-2024,1000,Anthony Cameron,M92,"PSC 0169, Box 3282 APO AA 32627",(031)011-3795x758,10 AM - 7 PM,3,Not Available,CCTV,82840,15-01-2024,January,736414,Mark Flores,221,2853,2,2282.4
Zudio,India,Tamil Nadu,Mysuru,Men,Shirts,4,420316,Rented,14-09-2022,1200,Brandi Smith,M1,"72168 Johnson Glens New Bradley, OH 83167",(463)182-2602x079,9 AM - 8 PM,8,Available,"CCTV, Alarm",65092,17-10-2024,October,265454,Alan Harris,973,2747,8,8790.4
Zudio,India,West Bengal,Coimbatore,Women,T-shirts,71,433179,Owned,13-12-2022,1400,Robert Patterson,M7,"882 Antonio Manors Bellville, IA 20212",108-686-0397,10 AM - 9 PM,14,Not Available,Alarm,31463,21-10-2024,October,599802,Anne Burton,955,2309,1,923.6
Zudio,India,Karnataka,Meerut,Women,Shoes,10,426334,Rented,09-06-2022,1300,Mark Yang,M33,USS Stokes FPO AE 78518,8495062976,11 AM - 8 PM,13,Available,Alarm,41137,22-04-2024,April,813305,Leslie Lamb,234,738,2,590.4
Zudio,India,Delhi,Jammu,Kids,Jeans,23,408585,Owned,15-03-2021,950,Zachary Bell,M46,Unit 4424 Box 8715 DPO AE 50976,668-778-8126,10 AM - 9 PM,19,Available,Alarm,64219,04-03-2024,March,389295,Jessica Hebert,318,2712,1,1084.8
Zudio,India,Maharashtra,Jalna,Kids,Shoes,12,419605,Owned,05-07-2022,1300,Margaret Riley,M19,"307 Kim Run Lake Alyssa, SD 05978",001-139-620-6133,10 AM - 9 PM,3,Not Available,CCTV,49915,25-11-2024,November,780768,Randy Lynch,603,1801,6,4322.4
Zudio,India,West Bengal,Patna,Men,Tops,66,406059,Owned,05-05-2020,800,Jessica Wise,M25,"906 Theodore Ridges Apt. 166 Whitneytown, DC 29046",+1-773-518-7309x97920,9 AM - 8 PM,17,Available,"CCTV, Alarm",97120,14-10-2024,October,514955,Andrea Harris,362,2829,5,5658
Zudio,India,Rajasthan,Pune,Women,Sweaters,3,404419,Owned,19-01-2023,800,Lindsay Sanchez,M34,"83598 Amanda Light Apt. 184 Skinnerfurt, KY 48955",630.151.1915x55354,11 AM - 8 PM,17,Not Available,Alarm,29167,11-11-2024,November,320016,Cynthia Salazar,926,2371,2,1896.8
Zudio,India,West Bengal,Kochi,Kids,Shoes,6,413341,Owned,14-01-2022,1200,Jennifer Fischer,M35,"4867 Schmidt Plaza Millerberg, CO 31465",429.522.7471x2418,10 AM - 7 PM,13,Available,None,84847,23-05-2024,May,403100,Brian Roberts,979,2982,2,2385.6
Zudio,India,West Bengal,New Delhi,Kids,Jeans,94,428448,Owned,29-02-2020,800,Betty Thomas PhD,M28,"6595 Guzman Forges Justinport, WA 53133",1860372514,11 AM - 8 PM,5,Available,None,19579,23-01-2024,January,273911,Erika Mcgrath,494,2759,2,2207.2
Zudio,India,Gujarat,Bhopal,Women,Pants,80,433384,Owned,30-03-2020,1400,William Galvan,M32,"1566 Peterson Burgs South Adamberg, VA 49397",(463)273-2621,9 AM - 8 PM,3,Not Available,Alarm,34361,17-11-2024,November,587496,Adam Boyd,501,1655,3,1986
Zudio,India,Uttar Pradesh,Nagpur,Men,Jackets,90,437900,Rented,01-06-2023,800,Kristi Perez,M95,"0182 Justin Extensions Lisaton, WI 99055",001-476-480-4184x69845,10 AM - 7 PM,18,Available,None,89622,29-03-2024,March,520803,Stacey Glenn,926,2507,2,2005.6
Zudio,India,Uttar Pradesh,Coimbatore,Women,Jackets,75,421378,Owned,21-03-2022,800,Paul Ford MD,M78,"14330 Phillips Mill East Susantown, IN 36982",809-248-7753,11 AM - 8 PM,9,Not Available,CCTV,73732,11-01-2024,January,486379,Lisa Phillips,537,958,8,3065.6
Zudio,India,Delhi,Satara,Kids,Tops,26,410928,Rented,31-05-2022,1300,Joshua Whitaker,M11,"05130 Pamela Groves Apt. 901 Morrisshire, RI 94636",407.692.7238,9 AM - 8 PM,3,Available,CCTV,85302,16-08-2024,August,669742,Robert Hughes,314,1625,7,4550
Zudio,India,Karnataka,Guwahati,Kids,Sweaters,39,429967,Owned,06-06-2023,1300,Edward Gross,M83,"28139 Johnson Row Suite 652 New Garymouth, CT 61762",001-534-537-1894x2507,11 AM - 8 PM,12,Not Available,CCTV,67375,21-02-2024,February,252380,Ashley Daniels,731,2716,8,8691.2
Zudio,India,Karnataka,Thane,Men,Shoes,6,428023,Owned,23-04-2024,1400,Philip Smith,M85,"276 Day Station Apt. 247 Lake Lynnton, TX 24822",(221)041-9330x61158,9 AM - 8 PM,14,Not Available,"CCTV, Alarm",64932,24-04-2024,April,930525,Rose Johnson,879,1298,8,4153.6
Zudio,India,Rajasthan,Aurangabad,Women,Tops,16,408595,Rented,30-06-2024,950,Jamie Pope,M80,"2677 Anthony Falls Castanedaburgh, VA 37648",+1-797-332-3749x397,9 AM - 8 PM,18,Not Available,CCTV,69583,09-10-2024,October,266795,Justin Martinez,868,2592,6,6220.8
Zudio,India,Delhi,Patna,Kids,Pants,39,408829,Owned,12-09-2023,800,Mary Jordan,M31,"084 Ingram Ports Apt. 921 Port James, KY 77475",001-657-722-2941x3664,9 AM - 8 PM,3,Not Available,None,35899,29-02-2024,February,966812,Melissa Brown,420,2028,6,4867.2
Zudio,India,Gujarat,Solapur,Men,Hoodies,25,421106,Owned,26-07-2021,1300,David Bennett,M99,"533 Miller Landing Suite 653 Caldwellville, TX 45760",5780659548,9 AM - 8 PM,5,Available,None,57621,02-10-2024,October,144392,Taylor Estrada,974,1476,2,1180.8
Zudio,India,West Bengal,Nagpur,Men,Shoes,91,420440,Owned,07-01-2023,1100,Linda Sandoval,M89,"9049 Little Landing Port Ericton, MI 62399",878-323-6225,10 AM - 7 PM,18,Available,None,32911,13-06-2024,June,160615,Heather Gonzalez,536,2857,6,6856.8
Zudio,India,Uttar Pradesh,Chhattisgarh,Kids,Shoes,76,421389,Rented,19-10-2021,800,Robert Hicks,M47,"42145 Miller Landing Matthewview, MD 38543",119-030-4805,10 AM - 9 PM,9,Available,CCTV,23862,05-10-2024,October,562618,Michael Diaz,908,2247,8,7190.4
Zudio,India,Delhi,Chennai,Men,Sweaters,44,406811,Rented,13-02-2023,1400,Donna Garcia,M77,"30921 Callahan Lakes Apt. 067 Victoriafort, NC 36804",+1-919-245-0614x6178,10 AM - 7 PM,12,Available,Alarm,66748,06-04-2024,April,158098,Cody Rodriguez DDS,554,1492,1,596.8
Zudio,India,Uttar Pradesh,Agra,Men,T-shirts,88,401722,Owned,21-01-2024,1200,Kevin Gardner,M22,"1560 Mark Run Wendyhaven, FL 45632",606.144.7261,10 AM - 7 PM,16,Available,None,70391,29-02-2024,February,494433,Benjamin Mcclure,357,1923,7,5384.4
Zudio,India,Tamil Nadu,Nagpur,Kids,Jeans,58,411362,Owned,17-01-2021,950,Kelly Armstrong,M25,"919 Rachel Squares Apt. 758 Lake Melissa, CT 72377",318-741-3072x212,10 AM - 7 PM,3,Not Available,"CCTV, Alarm",39875,30-06-2024,June,759941,Janet Foster,506,2093,3,2511.6
Zudio,India,Gujarat,Bhopal,Kids,T-shirts,80,403757,Owned,20-05-2020,800,Steven Mullen,M93,USNV Johnson FPO AA 12761,307.131.0580x87431,10 AM - 9 PM,16,Not Available,None,54179,20-03-2024,March,153153,Herbert Harris,674,1942,1,776.8
Zudio,India,Gujarat,Agra,Men,Hoodies,31,428201,Rented,02-12-2021,800,Anne Santos,M59,"762 Marquez Pines Suite 452 Lake Danielfort, ID 28543",+1-462-336-0831x282,10 AM - 9 PM,4,Not Available,"CCTV, Alarm",90524,06-09-2024,September,138535,Kimberly Oneill,497,2185,8,6992
Zudio,India,Karnataka,Chandigarh,Men,Pants,73,403074,Rented,01-02-2021,1000,James Mercado,M71,USS King FPO AP 95487,+1-017-200-7874x28969,9 AM - 8 PM,14,Available,Alarm,47528,18-05-2024,May,974959,Regina Guerrero,334,2930,2,2344
Zudio,India,West Bengal,Visakhapatnam,Men,Jackets,69,435660,Rented,26-03-2022,1300,Katherine Fox,M52,Unit 6386 Box 5550 DPO AA 86014,987.457.5949x2381,10 AM - 9 PM,6,Not Available,Alarm,41305,13-01-2024,January,984623,Veronica Mejia,414,2407,4,3851.2
Zudio,India,Gujarat,Nagpur,Kids,Skirts,96,439976,Owned,02-12-2022,1200,James Pham,M31,"679 Molly Divide East Nicolemouth, WI 33863",(085)616-9346,9 AM - 8 PM,10,Not Available,"CCTV, Alarm",21130,09-04-2024,April,267599,Ronald Wade,726,2062,2,1649.6
Zudio,India,Karnataka,Aurangabad,Men,T-shirts,2,413994,Rented,26-01-2021,1100,David Montoya,M7,"54880 Lauren Inlet Jonesfurt, CT 97116",424-818-4652x40193,11 AM - 8 PM,10,Not Available,None,64811,30-07-2024,July,224386,Samuel Ponce,313,2159,6,5181.6
Zudio,India,Maharashtra,Guwahati,Men,Skirts,42,428200,Rented,06-07-2020,950,Joseph Taylor,M12,"291 Zimmerman Islands Apt. 039 Woodshire, WA 74822",(454)136-8260x330,9 AM - 8 PM,8,Available,CCTV,77230,23-01-2024,January,166241,Matthew Christian,992,623,8,1993.6
Zudio,India,Delhi,New Delhi,Women,T-shirts,54,427601,Rented,23-11-2023,1000,Jamie Rich,M22,"040 Morton Circles Suite 681 Patriciahaven, NE 09554",+1-749-100-7160x861,11 AM - 8 PM,6,Not Available,"CCTV, Alarm",86469,09-01-2024,January,589852,Tammy Rice,717,930,4,1488
Zudio,India,Karnataka,Varanasi,Men,Pants,32,403268,Rented,18-06-2024,950,Charles Boyle,M93,"PSC 4665, Box 2691 APO AP 68411",001-499-265-9575x4973,10 AM - 7 PM,19,Not Available,CCTV,20263,09-06-2024,June,296205,Jessica Jones,479,2865,6,6876
Zudio,India,Karnataka,New Delhi,Men,Skirts,61,432832,Owned,29-06-2022,1200,Anthony Singleton,M3,"028 Wright Meadows Apt. 653 Johnmouth, HI 46154",(403)934-0720,9 AM - 8 PM,16,Not Available,CCTV,83933,05-04-2024,April,155867,Logan Christian,804,847,3,1016.4
Zudio,India,Tamil Nadu,Patna,Kids,Dresses,36,416760,Rented,14-01-2021,1100,Dustin Silva,M94,"125 James Dale Deborahtown, IA 93667",001-215-476-9163x6843,10 AM - 7 PM,18,Available,"CCTV, Alarm",28422,01-05-2024,May,328667,Matthew Rhodes,817,1657,8,5302.4
Zudio,India,Delhi,Jalna,Men,Sweaters,12,408820,Owned,16-03-2024,1100,Tiffany Schmitt,M65,"3771 Bridget Pike West Michaelbury, PA 96871",368-353-5613x2213,10 AM - 9 PM,18,Available,Alarm,26756,16-04-2024,April,270151,Jason Walker,974,2289,7,6409.2
Zudio,India,West Bengal,Jammu,Women,Tops,23,413929,Rented,26-11-2022,950,Ann Thompson,M31,"2926 Mann Forge Suite 856 Ryanton, MA 61710",001-789-735-0191x20492,10 AM - 9 PM,13,Not Available,Alarm,12311,22-10-2024,October,316960,David Pierce,695,2121,5,4242
Zudio,India,Uttar Pradesh,Jaipur,Women,Hoodies,71,430042,Rented,17-03-2024,1200,Darrell Brown,M73,"5305 Rodriguez Spring Apt. 160 Samuelmouth, ID 37172",-2179,11 AM - 8 PM,9,Available,None,51678,21-03-2024,March,973108,Natalie Ortiz,643,1100,3,1320
Zudio,India,Delhi,Pondicherry,Men,Tops,23,426896,Rented,18-08-2022,1300,Samantha Herrera,M61,"93708 Brenda Harbors South Joditon, VT 87987",+1-442-360-8639x764,11 AM - 8 PM,19,Not Available,None,87830,14-03-2024,March,361183,Becky Perez,642,1478,3,1773.6
Zudio,India,Karnataka,Chennai,Women,Jeans,25,419234,Owned,23-12-2020,1000,Mason Long,M71,"72584 Meadows Station New Jessicamouth, WA 81229",602.334.5556x369,10 AM - 9 PM,18,Available,Alarm,38581,12-11-2024,November,199357,Keith Johnson,476,1241,7,3474.8
Zudio,India,Gujarat,Indore,Kids,Shirts,59,420739,Owned,20-05-2022,1400,Rachel Rodriguez,M50,"23090 Hernandez Island Apt. 008 Phammouth, FL 41421",746.280.3818,10 AM - 7 PM,14,Available,CCTV,11944,12-08-2024,August,596019,Christopher King,341,1195,4,1912
Zudio,India,Karnataka,Thane,Women,Jeans,99,414449,Owned,10-04-2024,1000,Christopher Brown,M11,"689 Angela Spring Robinside, HI 97281",3562565659,10 AM - 9 PM,13,Available,CCTV,66823,25-07-2024,July,922605,Nicole Williamson,921,1381,1,552.4
Zudio,India,Tamil Nadu,Mumbai,Women,Dresses,9,435312,Rented,24-10-2021,1100,Charles Williams,M88,"149 Thomas Mission Briannastad, NM 05006",709.141.2538,9 AM - 8 PM,15,Not Available,"CCTV, Alarm",88401,14-07-2024,July,939735,Aaron Long,933,1851,8,5923.2
Zudio,India,Uttar Pradesh,Pune,Kids,Skirts,48,406523,Rented,07-06-2021,1000,Suzanne Reed,M85,"8809 Diana Estates Apt. 749 North Paulmouth, NM 53140",+1-662-033-7272x00202,10 AM - 9 PM,3,Not Available,Alarm,37514,25-07-2024,July,523772,Cheryl George,901,1291,4,2065.6
Zudio,India,Rajasthan,Madurai,Women,Shoes,35,417793,Rented,14-06-2021,800,Jane Taylor,M97,"004 Chavez Square Apt. 214 South Tina, ME 16063",806-705-7056x821,9 AM - 8 PM,9,Available,None,34052,04-02-2024,February,382244,Matthew Austin,391,512,5,1024
Zudio,India,Rajasthan,Bhopal,Women,Hoodies,2,428218,Owned,08-02-2023,1400,Angelica Munoz,M52,"4679 Theresa Ports Peterville, IL 58772",131-298-5590x331,10 AM - 7 PM,7,Not Available,None,53655,05-05-2024,May,150881,Christina Ramirez,998,2670,8,8544
Zudio,India,Karnataka,Mysuru,Women,Skirts,5,421892,Rented,25-04-2021,1400,Catherine Liu,M64,"99917 Edwards Camp Port David, IA 54773",565-913-9577x6054,10 AM - 9 PM,12,Not Available,"CCTV, Alarm",34213,29-07-2024,July,920683,John Adams,493,2345,7,6566
Zudio,India,Maharashtra,Surat,Women,Jackets,63,428292,Rented,19-12-2023,1100,Tina Gibson,M71,"8278 Shawn Prairie Port Sarahbury, KY 88712",-2894,9 AM - 8 PM,19,Not Available,Alarm,80757,09-01-2024,January,915120,Carla Klein,361,2798,2,2238.4
